"행정구역별","성별","연령별","혼인상태별","시점","1인가구-계","본인의 직장 때문에","본인의 학업 때문에","본인의 독립 생활을 위하여","본인의 건강 때문에","가족이 학업,취업,홍인,건강등으로 타지에 거주하게 되어서","가족과 사별","기타",
"동부","남자","40~44","배우자 있음","2020년","31738","23335","31","2360","188","5071","450","303",
"동부","남자","40~44","사별","2020년","634","195","","77","4","35","323","",
"동부","남자","40~44","이혼","2020년","25106","9501","","12320","341","1912","925","107",
"동부","남자","45~49","합계","2020년","239658","112666","101","89296","3069","20278","11949","2299",
"동부","남자","45~49","미혼","2020년","147429","64082","70","63068","2224","7764","8459","1762",
"동부","남자","45~49","배우자 있음","2020년","44936","33030","31","3604","206","7021","680","364",
"동부","남자","45~49","사별","2020년","1474","380","","120","29","165","776","4",
"동부","남자","45~49","이혼","2020년","45819","15174","","22504","610","5328","2034","169",
"동부","남자","50~54","합계","2020년","231506","96296","31","86687","4352","27546","13791","2803",
"동부","남자","50~54","미혼","2020년","104982","38340","19","47410","2642","6775","7723","2073",
"동부","남자","50~54","배우자 있음","2020년","52544","37815","12","4582","237","8843","597","458",
"동부","남자","50~54","사별","2020년","3885","980","","309","47","581","1962","6",
"동부","남자","50~54","이혼","2020년","70095","19161","","34386","1426","11347","3509","266",
"동부","남자","55~59","합계","2020년","217066","74985","","81366","5568","35098","17362","2687",
"동부","남자","55~59","미혼","2020년","67710","19795","","31488","2552","5350","6680","1845",
"동부","남자","55~59","배우자 있음","2020년","53206","35016","","6042","545","10347","780","476",
"동부","남자","55~59","사별","2020년","8800","1509","","837","148","1594","4684","28",
"동부","남자","55~59","이혼","2020년","87350","18665","","42999","2323","17807","5218","338",
"동부","남자","60~64","합계","2020년","194122","49662","5","73109","5774","42022","22087","1463",
"동부","남자","60~64","미혼","2020년","39438","8957","","20197","1986","3222","4514","562",
"동부","남자","60~64","배우자 있음","2020년","47665","24855","5","7112","934","13374","839","546",
"동부","남자","60~64","사별","2020년","17647","1664","","1685","205","3505","10565","23",
"동부","남자","60~64","이혼","2020년","89372","14186","","44115","2649","21921","6169","332",
"동부","남자","65~69","합계","2020년","127458","20957","","46722","3975","33090","21624","1090",
"동부","남자","65~69","미혼","2020년","16668","2599","","9314","971","1424","2088","272",
"동부","남자","65~69","배우자 있음","2020년","29269","11199","","5173","842","10921","626","508",
"동부","남자","65~69","사별","2020년","21848","1170","","2087","354","4209","13995","33",
"동부","남자","65~69","이혼","2020년","59673","5989","","30148","1808","16536","4915","277",
"동부","남자","70~74","합계","2020년","83427","7763","6","26624","2780","23100","22578","576",
"동부","남자","70~74","미혼","2020년","6641","734","","3785","518","525","980","99",
"동부","남자","70~74","배우자 있음","2020년","18515","4287","6","4059","802","8506","530","325",
"동부","남자","70~74","사별","2020년","26259","857","","2452","406","4719","17788","37",
"동부","남자","70~74","이혼","2020년","32012","1885","","16328","1054","9350","3280","115",
"동부","남자","75~79","합계","2020년","54562","3078","","11195","1880","16845","21233","331",
"동부","남자","75~79","미혼","2020년","2902","426","","1324","222","483","410","37",
"동부","남자","75~79","배우자 있음","2020년","10979","1673","","1992","757","5963","378","216",
"동부","남자","75~79","사별","2020년","26880","429","","1671","443","5372","18903","62",
"동부","남자","75~79","이혼","2020년","13801","550","","6208","458","5027","1542","16",
"동부","남자","80~84","합계","2020년","33732","343","","","1389","14709","17162","129",
"동부","남자","80~84","미혼","2020년","855","41","","","67","616","123","8",
"동부","남자","80~84","배우자 있음","2020년","6436","203","","","572","5179","397","85",
"동부","남자","80~84","사별","2020년","21930","54","","","535","5305","16019","17",
"동부","남자","80~84","이혼","2020년","4511","45","","","215","3609","623","19",
"동부","남자","85세 이상","합계","2020년","20541","","","","1113","7882","11436","110",
"동부","남자","85세 이상","미혼","2020년","347","","","","54","225","61","7",
"동부","남자","85세 이상","배우자 있음","2020년","3457","","","","432","2727","225","73",
"동부","남자","85세 이상","사별","2020년","15695","","","","561","4100","11015","19",
"동부","남자","85세 이상","이혼","2020년","1042","","","","66","830","135","11",
"동부","여자","합계","합계","2020년","2671072","729873","134872","689242","35940","570865","498154","12126",
"동부","여자","합계","미혼","2020년","1213705","573516","134582","402628","8379","58594","29566","6440",
"동부","여자","합계","배우자 있음","2020년","267550","82509","273","40609","6479","125875","8587","3218",
"동부","여자","합계","사별","2020년","763587","17342","","51728","12856","246827","433509","1325",
"동부","여자","합계","이혼","2020년","426230","56506","17","194277","8226","139569","26492","1143",
"동부","여자","20세 미만","합계","2020년","33569","4674","27574","","","1103","201","17",
"동부","여자","20세 미만","미혼","2020년","33569","4674","27574","","","1103","201","17",
"동부","여자","20~24","합계","2020년","248837","95713","94144","46212","","9976","2429","363",
"동부","여자","20~24","미혼","2020년","247967","95435","94104","45913","","9748","2407","360",
"동부","여자","20~24","배우자 있음","2020년","549","212","31","126","","177","","3",
"동부","여자","20~24","사별","2020년","4","","","","","4","","",
"동부","여자","20~24","이혼","2020년","317","66","9","173","","47","22","",
"동부","여자","25~29","합계","2020년","315132","204754","10780","83153","","12323","3309","813",
"동부","여자","25~29","미혼","2020년","308447","201749","10745","81292","","10710","3232","719",
"동부","여자","25~29","배우자 있음","2020년","4446","2306","27","633","","1405","","75",
"동부","여자","25~29","사별","2020년","65","23","","13","","3","26","",
"동부","여자","25~29","이혼","2020년","2174","676","8","1215","","205","51","19",
"동부","여자","30~34","합계","2020년","204497","120129","1498","67411","591","11161","3015","692",
"동부","여자","30~34","미혼","2020년","186893","111717","1416","62741","591","7455","2476","497",
"동부","여자","30~34","배우자 있음","2020년","11266","6154","82","1311","","3304","251","164",
"동부","여자","30~34","사별","2020년","204","44","","36","","23","101","",
"동부","여자","30~34","이혼","2020년","6134","2214","","3323","","379","187","31",
"동부","여자","35~39","합계","2020년","159234","76152","505","65568","1091","11564","3447","907",
"동부","여자","35~39","미혼","2020년","132205","64717","484","56603","897","6138","2643","723",
"동부","여자","35~39","배우자 있음","2020년","13406","7094","21","1623","86","4232","217","133",
"동부","여자","35~39","사별","2020년","427","164","","82","","28","149","4",
"동부","여자","35~39","이혼","2020년","13196","4177","","7260","108","1166","438","47",
"동부","여자","40~44","합계","2020년","135448","53400","188","62543","1551","12731","4039","996",
"동부","여자","40~44","미혼","2020년","95900","39545","156","46894","1124","4756","2690","735",
"동부","여자","40~44","배우자 있음","2020년","15779","7824","32","2287","147","5021","253","215",
"동부","여자","40~44","사별","2020년","980","162","","167","14","183","441","13",
"동부","여자","40~44","이혼","2020년","22789","5869","","13195","266","2771","655","33",
"동부","여자","45~49","합계","2020년","150873","48670","110","67465","2148","24306","6790","1384",
"동부","여자","45~49","미혼","2020년","75339","26644","91","38761","1146","4484","3259","954",
"동부","여자","45~49","배우자 있음","2020년","25835","11853","19","3629","245","9425","368","296",
"동부","여자","45~49","사별","2020년","3398","535","","508","40","885","1412","18",
"동부","여자","45~49","이혼","2020년","46301","9638","","24567","717","9512","1751","116",
"동부","여자","50~54","합계","2020년","161804","40863","25","62462","2654","43159","11220","1421",
"동부","여자","50~54","미혼","2020년","46637","14055","12","24562","972","3275","2897","864",
"동부","여자","50~54","배우자 있음","2020년","35732","14201","13","4693","504","15474","534","313",
"동부","여자","50~54","사별","2020년","12167","1322","","1337","105","4271","5085","47",
"동부","여자","50~54","이혼","2020년","67268","11285","","31870","1073","20139","2704","197",
"동부","여자","55~59","합계","2020년","196760","35161","23","62114","3823","69396","24463","1780",
"동부","여자","55~59","미혼","2020년","29276","7218","","15440","948","2415","2274","981",
"동부","여자","55~59","배우자 있음","2020년","46407","14508","23","6696","801","22898","1011","470",
"동부","여자","55~59","사별","2020년","37253","2926","","3718","327","13388","16811","83",
"동부","여자","55~59","이혼","2020년","83824","10509","","36260","1747","30695","4367","246",
"동부","여자","60~64","합계","2020년","245899","27852","11","67141","4492","90339","54841","1223",
"동부","여자","60~64","미혼","2020년","23550","4526","","13239","862","2136","2584","203",
"동부","여자","60~64","배우자 있음","2020년","48138","11062","11","8182","1049","25809","1369","656",
"동부","여자","60~64","사별","2020년","86879","4168","","8535","723","28618","44695","140",
"동부","여자","60~64","이혼","2020년","87332","8096","","37185","1858","33776","6193","224",
"동부","여자","65~69","합계","2020년","214612","12623","6","50431","4087","74124","72334","1007",
"동부","여자","65~69","미혼","2020년","15936","2085","","9530","678","1466","1970","207",
"동부","여자","65~69","배우자 있음","2020년","29253","4505","6","5657","1141","16223","1215","506",
"동부","여자","65~69","사별","2020년","116439","3311","","11924","1153","35289","64583","179",
"동부","여자","65~69","이혼","2020년","52984","2722","","23320","1115","21146","4566","115",
"동부","여자","70~74","합계","2020년","194691","5951","8","34388","3590","62179","88056","519",
"동부","여자","70~74","미혼","2020년","8418","778","","5180","372","810","1217","61",
"동부","여자","70~74","배우자 있음","2020년","17843","1788","8","3857","906","9839","1224","221",
"동부","여자","70~74","사별","2020년","142350","2492","","13880","1656","41439","82699","184",
"동부","여자","70~74","이혼","2020년","26080","893","","11471","656","10091","2916","53",
"동부","여자","75~79","합계","2020년","181119","3466","","20354","4200","57539","95080","480",
